customer_id,last_order,frequency,monetary,recency,R,F,M,rfm_score,segment
1532,2025-05-01,4,4449.110000000001,244,3,4,5,12,Loyal Customers
1533,2025-02-26,1,113.88,308,2,1,1,4,Hibernating
1534,2025-11-20,4,1122.1299999999999,41,5,4,3,12,Loyal Customers
1536,2024-01-12,2,1992.3600000000001,719,1,3,4,8,Potential Loyalists
1541,2025-12-14,3,1848.75,17,5,3,4,12,Loyal Customers
1542,2025-05-10,1,708.15,235,3,1,2,6,At Risk
1544,2025-12-06,4,740.68,25,5,4,3,12,Loyal Customers
1545,2025-07-20,10,3809.06,164,3,5,5,13,Champions
1546,2025-10-12,1,272.73,80,4,1,1,6,At Risk
1547,2025-09-28,8,4895.31,94,4,5,5,14,Champions
1548,2025-06-09,4,1242.3700000000001,205,3,4,3,10,Loyal Customers
1549,2025-01-13,1,1738.73,352,2,1,4,7,At Risk
1550,2025-10-06,1,159.18,86,4,1,1,6,At Risk
1551,2025-06-19,8,5168.87,195,3,5,5,13,Champions
1552,2025-06-22,3,749.3599999999999,192,3,3,3,9,Potential Loyalists
1553,2025-12-27,1,2690.34,4,5,1,5,11,Loyal Customers
1554,2025-10-15,12,4298.39,77,4,5,5,14,Champions
1555,2025-12-30,6,1921.4899999999998,1,5,5,4,14,Champions
1557,2024-04-05,1,29.01,635,1,1,1,3,Hibernating
1558,2025-01-23,1,875.15,342,2,1,3,6,At Risk
1559,2025-09-17,3,1604.82,105,4,3,4,11,Loyal Customers
1561,2025-02-13,1,127.59,321,2,1,1,4,Hibernating
1563,2025-09-27,7,2799.11,95,4,5,5,14,Champions
1565,2025-08-29,2,430.98,124,4,3,2,9,Potential Loyalists
1566,2025-08-19,1,119.84,134,4,1,1,6,At Risk
1567,2025-01-17,3,1369.3799999999999,348,2,3,4,9,Potential Loyalists
1568,2024-04-29,1,156.48,611,1,1,1,3,Hibernating
1569,2025-11-06,1,162.88,55,5,1,1,7,At Risk
1570,2024-10-07,1,20.36,450,1,1,1,3,Hibernating
1571,2025-11-12,7,5587.07,49,5,5,5,15,Champions
1572,2024-12-03,1,740.77,393,2,1,3,6,At Risk
1574,2025-03-13,1,1037.28,293,2,1,3,6,At Risk
1575,2025-11-10,6,1579.8700000000001,51,5,5,4,14,Champions
1576,2025-10-25,8,2220.3199999999997,67,4,5,4,13,Champions
1577,2023-08-27,1,282.6,857,1,1,2,4,Hibernating
1578,2025-02-09,1,344.3,325,2,1,2,5,Hibernating
1579,2025-04-09,2,689.6600000000001,266,2,3,2,7,At Risk
1581,2025-02-09,11,2663.91,325,2,5,4,11,Loyal Customers
1583,2024-11-02,1,246.09,424,1,1,1,3,Hibernating
1584,2024-11-15,2,66.13,411,2,3,1,6,At Risk
1585,2025-02-21,1,787.79,313,2,1,3,6,At Risk
1586,2025-06-21,1,2656.3,193,3,1,4,8,Potential Loyalists
1587,2025-09-16,5,1147.3,106,4,4,3,11,Loyal Customers
1588,2024-12-11,4,1404.21,385,2,4,4,10,Loyal Customers
1589,2025-08-17,3,1012.03,136,4,3,3,10,Loyal Customers
1590,2025-05-05,6,2680.34,240,3,5,5,13,Champions
1591,2025-06-12,10,5209.59,202,3,5,5,13,Champions
1592,2024-12-04,1,1251.67,392,2,1,3,6,At Risk
1594,2025-08-12,4,1847.1799999999998,141,3,4,4,11,Loyal Customers
1595,2024-06-06,1,683.86,573,1,1,2,4,Hibernating
1596,2024-11-13,7,3523.41,413,2,5,5,12,Loyal Customers
1597,2025-12-09,2,2314.06,22,5,3,4,12,Loyal Customers
1598,2025-10-06,4,968.3499999999999,86,4,4,3,11,Loyal Customers
1600,2025-10-28,2,747.5,64,4,3,3,10,Loyal Customers
1601,2025-11-15,2,840.6800000000001,46,5,3,3,11,Loyal Customers
1602,2024-05-20,5,1554.73,590,1,4,4,9,Potential Loyalists
1604,2025-11-08,5,620.55,53,5,4,2,11,Loyal Customers
1605,2025-01-10,1,32.5,355,2,1,1,4,Hibernating
1606,2025-11-21,3,1638.65,40,5,3,4,12,Loyal Customers
1609,2024-12-18,1,262.46,378,2,1,1,4,Hibernating
1610,2025-09-01,3,1192.32,121,4,3,3,10,Loyal Customers
1611,2025-11-19,9,2640.82,42,5,5,4,14,Champions
1613,2025-11-14,7,3335.31,47,5,5,5,15,Champions
1614,2024-08-31,1,811.6,487,1,1,3,5,Hibernating
1615,2025-05-22,1,1005.16,223,3,1,3,7,At Risk
1616,2025-01-31,3,1130.93,334,2,3,3,8,Potential Loyalists
1617,2025-10-05,6,4446.360000000001,87,4,5,5,14,Champions
1618,2025-11-20,6,3199.33,41,5,5,5,15,Champions
1619,2024-01-28,2,541.13,703,1,3,2,6,At Risk
1620,2025-02-25,1,231.7,309,2,1,1,4,Hibernating
1621,2024-04-24,1,237.72,616,1,1,1,3,Hibernating
1622,2025-12-03,2,177.85999999999999,28,5,3,1,9,Potential Loyalists
1623,2025-01-24,10,4827.73,341,2,5,5,12,Loyal Customers
1625,2025-02-12,1,284.27,322,2,1,2,5,Hibernating
1626,2025-07-06,2,899.24,178,3,3,3,9,Potential Loyalists
1627,2025-12-02,8,2154.22,29,5,5,4,14,Champions
1628,2024-02-21,4,1420.13,679,1,4,4,9,Potential Loyalists
1629,2025-08-28,10,4833.35,125,4,5,5,14,Champions
1630,2025-06-07,3,729.71,207,3,3,3,9,Potential Loyalists
1631,2025-10-18,1,1572.24,74,4,1,4,9,Potential Loyalists
1632,2025-12-02,3,568.6700000000001,29,5,3,2,10,Loyal Customers
1634,2025-12-24,11,3648.21,7,5,5,5,15,Champions
1635,2025-07-22,3,998.52,162,3,3,3,9,Potential Loyalists
1636,2025-12-26,1,491.84,5,5,1,2,8,Potential Loyalists
1637,2025-11-16,5,559.53,45,5,4,2,11,Loyal Customers
1639,2025-05-28,1,393.24,217,3,1,2,6,At Risk
1640,2025-11-12,7,2850.92,49,5,5,5,15,Champions
1641,2024-04-14,2,1271.08,626,1,3,3,7,At Risk
1642,2025-02-06,2,332.52,328,2,3,2,7,At Risk
1644,2025-07-24,2,324.15,160,3,3,2,8,Potential Loyalists
1645,2025-05-09,1,839.45,236,3,2,3,8,Potential Loyalists
1646,2025-07-12,1,129.48,172,3,2,1,6,At Risk
1647,2025-07-17,2,180.72,167,3,3,1,7,At Risk
1648,2025-12-24,15,6905.31,7,5,5,5,15,Champions
1650,2024-08-27,1,1363.22,491,1,2,4,7,At Risk
1651,2025-10-10,3,1307.47,82,4,3,3,10,Loyal Customers
1652,2025-09-30,8,3453.96,92,4,5,5,14,Champions
1653,2024-12-07,1,904.57,389,2,2,3,7,At Risk
1654,2024-03-15,1,806.95,656,1,2,3,6,At Risk
1655,2025-03-19,1,194.47,287,2,2,1,5,Hibernating
1656,2024-08-12,5,1266.84,506,1,4,3,8,Potential Loyalists
1657,2025-12-13,3,298.82,18,5,3,2,10,Loyal Customers
1658,2025-11-01,2,1806.98,60,4,3,4,11,Loyal Customers
1659,2025-11-25,1,565.13,36,5,2,2,9,Potential Loyalists
1661,2024-11-02,1,168.42,424,1,2,1,4,Hibernating
1662,2025-06-09,2,571.3000000000001,205,3,3,2,8,Potential Loyalists
1663,2025-05-17,4,1613.3400000000001,228,3,4,4,11,Loyal Customers
1664,2025-07-02,1,40.95,182,3,2,1,6,At Risk
1667,2025-02-21,1,106.99,313,2,2,1,5,Hibernating
1668,2025-08-25,2,752.6600000000001,128,4,3,3,10,Loyal Customers
1669,2024-02-02,2,615.38,698,1,3,2,6,At Risk
1670,2024-07-21,1,660.79,528,1,2,2,5,Hibernating
1671,2024-03-09,1,465.56,662,1,2,2,5,Hibernating
1672,2025-12-12,2,63.78,19,5,3,1,9,Potential Loyalists
1673,2024-02-04,1,270.74,696,1,2,1,4,Hibernating
1674,2025-09-05,7,1246.1100000000001,117,4,5,3,12,Loyal Customers
1675,2025-10-23,7,1478.84,69,4,5,4,13,Champions
1676,2024-12-16,5,2314.41,380,2,4,4,10,Loyal Customers
1677,2025-06-13,1,2050.17,201,3,2,4,9,Potential Loyalists
1678,2024-08-05,2,253.68,513,1,3,1,5,Hibernating
1680,2025-11-25,3,554.4,36,5,3,2,10,Loyal Customers
1681,2025-03-19,3,549.28,287,2,3,2,7,At Risk
1682,2025-10-29,2,1657.09,63,4,3,4,11,Loyal Customers
1683,2025-09-03,1,146.39,119,4,2,1,7,At Risk
1684,2025-12-11,3,1771.34,20,5,3,4,12,Loyal Customers
1685,2024-07-16,1,1711.94,533,1,2,4,7,At Risk
1687,2025-12-21,4,4803.8099999999995,10,5,4,5,14,Champions
1688,2025-09-06,4,1299.45,116,4,4,3,11,Loyal Customers
1689,2024-12-29,2,647.35,367,2,3,2,7,At Risk
1690,2024-12-31,1,24.82,365,2,2,1,5,Hibernating
1691,2025-11-06,2,339.41,55,5,3,2,10,Loyal Customers
1692,2025-12-16,9,4615.38,15,5,5,5,15,Champions
1693,2025-12-26,2,1552.98,5,5,3,4,12,Loyal Customers
1694,2025-07-18,1,765.71,166,3,2,3,8,Potential Loyalists
1695,2025-08-29,3,2014.8600000000001,124,4,3,4,11,Loyal Customers
1696,2025-04-24,1,169.11,251,3,2,1,6,At Risk
1697,2024-10-24,1,94.84,433,1,2,1,4,Hibernating
1698,2025-03-05,5,1756.58,301,2,4,4,10,Loyal Customers
1699,2025-07-06,5,3461.9700000000003,178,3,4,5,12,Loyal Customers
1700,2025-11-17,3,409.97,44,5,3,2,10,Loyal Customers
1702,2024-04-28,4,2128.76,612,1,4,4,9,Potential Loyalists
1703,2025-10-21,2,532.7,71,4,3,2,9,Potential Loyalists
1704,2025-03-18,2,677.35,288,2,3,2,7,At Risk
1705,2025-05-05,1,496.44,240,3,2,2,7,At Risk
1708,2025-04-11,3,1111.9,264,2,3,3,8,Potential Loyalists
1710,2025-04-30,5,1504.66,245,3,4,4,11,Loyal Customers
1711,2025-09-16,5,1181.85,106,4,4,3,11,Loyal Customers
1712,2024-10-22,1,973.86,435,1,2,3,6,At Risk
1713,2025-05-15,3,1592.0700000000002,230,3,3,4,10,Loyal Customers
1714,2025-04-02,3,1913.1399999999999,273,2,3,4,9,Potential Loyalists
1715,2025-02-27,1,230.78,307,2,2,1,5,Hibernating
1716,2024-04-13,2,724.62,627,1,3,3,7,At Risk
1717,2025-11-09,5,510.93,52,5,4,2,11,Loyal Customers
1718,2025-12-02,4,2551.45,29,5,4,4,13,Champions
1720,2025-05-20,11,2372.79,225,3,5,4,12,Loyal Customers
1721,2025-12-10,11,4151.5,21,5,5,5,15,Champions
1722,2025-09-02,2,617.26,120,4,3,2,9,Potential Loyalists
1723,2025-12-17,7,2973.94,14,5,5,5,15,Champions
1724,2024-07-17,1,488.15,532,1,2,2,5,Hibernating
1725,2024-06-10,2,1285.49,569,1,3,3,7,At Risk
1726,2025-11-22,8,1758.02,39,5,5,4,14,Champions
1727,2024-12-25,5,2120.65,371,2,4,4,10,Loyal Customers
1729,2023-05-11,1,186.31,965,1,2,1,4,Hibernating
1730,2025-07-26,1,184.66,158,3,2,1,6,At Risk
1731,2024-07-12,2,461.13,537,1,3,2,6,At Risk
1732,2025-09-09,3,1811.2999999999997,113,4,3,4,11,Loyal Customers
1733,2024-05-15,1,76.53,595,1,2,1,4,Hibernating
1734,2025-06-06,8,2771.93,208,3,5,5,13,Champions
1735,2024-11-01,2,2562.76,425,1,3,4,8,Potential Loyalists
1738,2025-06-18,6,2860.32,196,3,5,5,13,Champions
1739,2025-04-09,2,1212.1,266,2,3,3,8,Potential Loyalists
1740,2025-07-15,2,1687.87,169,3,3,4,10,Loyal Customers
1741,2024-04-15,2,136.57,625,1,3,1,5,Hibernating
1742,2024-04-28,2,389.91999999999996,612,1,3,2,6,At Risk
1743,2025-12-15,8,2856.2,16,5,5,5,15,Champions
1744,2025-10-13,7,4415.22,79,4,5,5,14,Champions
1745,2025-09-23,2,431.67,99,4,3,2,9,Potential Loyalists
1746,2025-07-27,3,345.63,157,3,3,2,8,Potential Loyalists
1747,2025-10-19,1,275.42,73,4,2,1,7,At Risk
1748,2025-04-26,2,971.5600000000001,249,3,3,3,9,Potential Loyalists
1749,2025-05-22,7,3496.43,223,3,5,5,13,Champions
1750,2025-07-03,4,542.47,181,3,4,2,9,Potential Loyalists
1751,2025-09-24,3,416.15000000000003,98,4,3,2,9,Potential Loyalists
1752,2025-02-21,1,1534.75,313,2,2,4,8,Potential Loyalists
1753,2025-06-12,2,447.67,202,3,3,2,8,Potential Loyalists
1754,2025-02-12,9,4695.65,322,2,5,5,12,Loyal Customers
1755,2024-12-18,2,735.6700000000001,378,2,3,3,8,Potential Loyalists
1756,2025-08-04,3,731.6,149,3,3,3,9,Potential Loyalists
1757,2025-11-11,5,1113.05,50,5,4,3,12,Loyal Customers
1758,2025-11-10,1,33.39,51,5,2,1,8,Potential Loyalists
1759,2025-01-24,1,832.46,341,2,2,3,7,At Risk
1760,2025-03-25,2,470.56,281,2,3,2,7,At Risk
1761,2024-07-02,8,4952.55,547,1,5,5,11,Loyal Customers
1762,2025-12-08,2,802.89,23,5,3,3,11,Loyal Customers
1763,2025-11-13,6,3282.19,48,5,5,5,15,Champions
1764,2024-11-13,1,76.99,413,2,2,1,5,Hibernating
1765,2023-05-18,1,19.42,958,1,2,1,4,Hibernating
1767,2025-11-21,1,488.32,40,5,2,2,9,Potential Loyalists
1768,2024-10-13,7,1299.6299999999999,444,1,5,3,9,Potential Loyalists
1770,2025-06-08,1,294.63,206,3,2,2,7,At Risk
1771,2025-10-02,3,1961.27,90,4,3,4,11,Loyal Customers
1772,2025-10-03,6,1633.04,89,4,5,4,13,Champions
1773,2025-08-10,1,179.06,143,3,2,1,6,At Risk
1774,2025-04-30,1,350.32,245,3,2,2,7,At Risk
1775,2025-07-20,3,1176.22,164,3,3,3,9,Potential Loyalists
1776,2024-12-27,3,1586.04,369,2,3,4,9,Potential Loyalists
1777,2025-07-28,1,409.76,156,3,2,2,7,At Risk
1779,2025-03-23,1,311.6,283,2,2,2,6,At Risk
1780,2025-09-22,2,4337.77,100,4,3,5,12,Loyal Customers
1781,2025-06-22,3,1065.65,192,3,4,3,10,Loyal Customers
1783,2025-08-15,1,163.54,138,4,2,1,7,At Risk
1785,2025-06-08,1,85.3,206,3,2,1,6,At Risk
1787,2025-05-10,2,2947.13,235,3,3,5,11,Loyal Customers
1788,2025-08-03,3,640.23,150,3,4,2,9,Potential Loyalists
1789,2024-06-28,4,3679.6800000000003,551,1,4,5,10,Loyal Customers
1790,2025-12-10,1,422.6,21,5,2,2,9,Potential Loyalists
1791,2025-07-28,1,205.65,156,3,2,1,6,At Risk
1792,2025-08-29,2,486.53000000000003,124,4,3,2,9,Potential Loyalists
1793,2025-02-09,1,51.32,325,2,2,1,5,Hibernating
1794,2025-12-30,5,2538.74,1,5,4,4,13,Champions
1795,2025-11-24,2,426.27,37,5,3,2,10,Loyal Customers
1797,2025-08-16,2,1004.6400000000001,137,4,3,3,10,Loyal Customers
1798,2025-04-15,3,1145.9099999999999,260,2,4,3,9,Potential Loyalists
1799,2025-11-05,1,262.14,56,4,2,1,7,At Risk
1800,2025-12-28,9,4350.2,3,5,5,5,15,Champions
1801,2025-06-17,1,1715.41,197,3,2,4,9,Potential Loyalists
1802,2025-12-15,5,1721.56,16,5,4,4,13,Champions
1803,2025-04-12,1,111.51,263,2,2,1,5,Hibernating
1804,2023-12-13,1,485.87,749,1,2,2,5,Hibernating
1807,2025-05-04,1,274.48,241,3,2,1,6,At Risk
1808,2025-03-24,1,59.27,282,2,2,1,5,Hibernating
1809,2025-06-16,2,1097.54,198,3,3,3,9,Potential Loyalists
1810,2025-01-30,2,1048.93,335,2,3,3,8,Potential Loyalists
1811,2025-11-09,8,2437.67,52,5,5,4,14,Champions
1812,2025-11-05,8,5450.0,56,4,5,5,14,Champions
1813,2025-06-16,4,2189.94,198,3,4,4,11,Loyal Customers
1815,2024-08-28,2,996.8199999999999,490,1,3,3,7,At Risk
1817,2025-11-11,3,726.62,50,5,4,3,12,Loyal Customers
1818,2023-07-09,2,365.87,906,1,3,2,6,At Risk
1819,2025-10-11,5,1814.94,81,4,4,4,12,Loyal Customers
1820,2024-10-16,5,1795.13,441,1,4,4,9,Potential Loyalists
1821,2025-06-04,2,696.54,210,3,3,2,8,Potential Loyalists
1822,2025-12-24,18,6156.47,7,5,5,5,15,Champions
1823,2025-03-20,1,293.06,286,2,2,2,6,At Risk
1824,2025-12-20,6,3825.4,11,5,5,5,15,Champions
1825,2025-01-12,1,192.69,353,2,2,1,5,Hibernating
1826,2023-12-18,1,260.0,744,1,2,1,4,Hibernating
1827,2024-02-19,4,3207.0099999999998,681,1,4,5,10,Loyal Customers
1828,2024-12-04,1,214.56,392,2,2,1,5,Hibernating
1829,2025-11-06,5,1564.95,55,5,4,4,13,Champions
1830,2024-01-04,2,577.5600000000001,727,1,3,2,6,At Risk
1831,2025-06-07,2,2050.67,207,3,3,4,10,Loyal Customers
1832,2025-12-19,1,45.12,12,5,2,1,8,Potential Loyalists
1833,2025-05-20,1,539.21,225,3,2,2,7,At Risk
1834,2025-01-09,1,81.4,356,2,2,1,5,Hibernating
1835,2024-11-29,4,579.96,397,2,4,2,8,Potential Loyalists
1836,2024-07-14,1,898.06,535,1,2,3,6,At Risk
1839,2025-06-15,6,2690.09,199,3,5,5,13,Champions
1840,2024-12-18,4,1178.42,378,2,4,3,9,Potential Loyalists
1842,2025-09-24,1,782.38,98,4,2,3,9,Potential Loyalists
1843,2025-04-23,1,503.6,252,3,2,2,7,At Risk
1844,2025-12-03,5,920.44,28,5,4,3,12,Loyal Customers
1845,2024-11-19,5,1246.42,407,2,4,3,9,Potential Loyalists
1846,2024-05-12,1,507.86,598,1,2,2,5,Hibernating
1847,2025-08-14,1,85.28,139,3,2,1,6,At Risk
1849,2023-09-08,2,330.64,845,1,3,2,6,At Risk
1850,2024-04-18,1,100.3,622,1,2,1,4,Hibernating
1851,2023-12-23,1,278.67,739,1,2,1,4,Hibernating
1852,2025-10-14,7,4701.13,78,4,5,5,14,Champions
1853,2024-03-29,1,773.27,642,1,2,3,6,At Risk
1854,2024-09-04,1,1650.48,483,1,2,4,7,At Risk
1855,2025-08-08,2,67.01,145,3,3,1,7,At Risk
1857,2025-11-21,7,1250.02,40,5,5,3,13,Champions
1858,2024-08-29,3,1795.12,489,1,4,4,9,Potential Loyalists
1859,2025-01-21,2,422.6,344,2,3,2,7,At Risk
1860,2025-09-12,6,1355.15,110,4,5,4,13,Champions
1861,2025-11-14,5,3483.43,47,5,4,5,14,Champions
1862,2025-05-25,1,1067.92,220,3,2,3,8,Potential Loyalists
1863,2025-09-12,4,1739.44,110,4,4,4,12,Loyal Customers
1864,2025-04-20,3,469.39,255,3,4,2,9,Potential Loyalists
1865,2025-06-21,3,1636.34,193,3,4,4,11,Loyal Customers
1866,2025-10-30,1,24.11,62,4,2,1,7,At Risk
1867,2024-09-24,1,19.27,463,1,2,1,4,Hibernating
1869,2025-09-01,2,98.11,121,4,3,1,8,Potential Loyalists
1870,2025-08-23,1,67.12,130,4,2,1,7,At Risk
1871,2025-09-30,3,1322.47,92,4,4,3,11,Loyal Customers
1872,2025-02-10,4,760.45,324,2,4,3,9,Potential Loyalists
1874,2025-08-04,1,38.98,149,3,2,1,6,At Risk
1875,2025-09-18,6,2775.51,104,4,5,5,14,Champions
1876,2025-02-08,1,964.12,326,2,2,3,7,At Risk
1878,2025-01-05,1,567.58,360,2,2,2,6,At Risk
1879,2025-06-09,1,216.02,205,3,2,1,6,At Risk
1880,2024-03-22,1,376.41,649,1,2,2,5,Hibernating
1881,2025-12-03,4,639.61,28,5,4,2,11,Loyal Customers
1882,2024-06-09,2,202.54,570,1,3,1,5,Hibernating
1883,2025-08-15,1,25.27,138,4,2,1,7,At Risk
1884,2025-05-12,6,2312.9,233,3,5,4,12,Loyal Customers
1885,2025-11-07,4,1795.32,54,5,4,4,13,Champions
1886,2025-10-07,3,2545.27,85,4,4,4,12,Loyal Customers
1887,2025-11-12,3,1750.48,49,5,4,4,13,Champions
1888,2025-12-08,9,2058.24,23,5,5,4,14,Champions
1889,2025-06-09,3,959.6,205,3,4,3,10,Loyal Customers
1890,2025-05-22,2,617.9,223,3,3,2,8,Potential Loyalists
1891,2023-12-24,2,301.98,738,1,3,2,6,At Risk
1892,2025-10-09,13,4438.64,83,4,5,5,14,Champions
1893,2025-09-24,7,4701.32,98,4,5,5,14,Champions
1894,2025-07-14,4,1944.94,170,3,4,4,11,Loyal Customers
1895,2025-07-09,6,2039.8600000000001,175,3,5,4,12,Loyal Customers
1896,2025-07-28,4,1202.5,156,3,4,3,10,Loyal Customers
1897,2025-09-08,3,906.03,114,4,4,3,11,Loyal Customers
1898,2025-09-12,17,8388.710000000001,110,4,5,5,14,Champions
1899,2025-04-29,4,410.73,246,3,4,2,9,Potential Loyalists
1900,2025-03-05,1,256.2,301,2,2,1,5,Hibernating
1901,2025-12-23,12,3910.64,8,5,5,5,15,Champions
1903,2025-11-30,11,6812.46,31,5,5,5,15,Champions
1904,2024-05-11,2,1207.32,599,1,3,3,7,At Risk
1905,2025-08-19,3,2087.31,134,4,4,4,12,Loyal Customers
1906,2025-06-05,1,160.83,209,3,2,1,6,At Risk
1907,2025-02-08,1,274.15,326,2,2,1,5,Hibernating
1908,2024-06-06,3,5001.8099999999995,573,1,4,5,10,Loyal Customers
1909,2025-08-11,2,1192.8600000000001,142,3,3,3,9,Potential Loyalists
1910,2025-11-17,8,2664.45,44,5,5,5,15,Champions
1911,2025-10-29,2,115.41,63,4,3,1,8,Potential Loyalists
1912,2025-05-28,1,194.18,217,3,2,1,6,At Risk
1914,2025-10-31,5,3426.77,61,4,4,5,13,Champions
1915,2025-05-24,1,266.12,221,3,2,1,6,At Risk
1917,2024-11-05,1,646.6,421,1,2,2,5,Hibernating
1920,2025-12-09,8,3129.87,22,5,5,5,15,Champions
1921,2024-08-02,3,1112.74,516,1,4,3,8,Potential Loyalists
1923,2025-02-04,1,272.1,330,2,2,1,5,Hibernating
1924,2025-12-22,1,2078.12,9,5,2,4,11,Loyal Customers
1925,2024-01-02,2,2367.9700000000003,729,1,3,4,8,Potential Loyalists
1926,2025-01-10,2,1000.69,355,2,3,3,8,Potential Loyalists
1928,2024-12-07,2,1190.91,389,2,3,3,8,Potential Loyalists
1929,2025-11-20,6,1487.5,41,5,5,4,14,Champions
1930,2025-08-21,1,89.8,132,4,2,1,7,At Risk
1931,2025-03-21,3,1918.06,285,2,4,4,10,Loyal Customers
1932,2024-12-19,2,155.17000000000002,377,2,3,1,6,At Risk
1933,2025-10-28,14,6265.620000000001,64,4,5,5,14,Champions
1935,2025-12-03,5,1650.3,28,5,4,4,13,Champions
1937,2024-09-02,2,2213.55,485,1,3,4,8,Potential Loyalists
1938,2025-02-23,1,1312.07,311,2,2,3,7,At Risk
1939,2024-12-24,1,603.42,372,2,2,2,6,At Risk
1940,2025-10-13,6,2646.63,79,4,5,4,13,Champions
1941,2024-05-19,4,2554.55,591,1,4,4,9,Potential Loyalists
1942,2025-08-09,4,2071.41,144,3,4,4,11,Loyal Customers
1943,2025-03-17,1,531.56,289,2,2,2,6,At Risk
1944,2025-11-26,3,381.9,35,5,4,2,11,Loyal Customers
1945,2025-11-18,4,905.92,43,5,4,3,12,Loyal Customers
1946,2023-07-14,1,201.2,901,1,2,1,4,Hibernating
1947,2024-03-26,1,997.1,645,1,2,3,6,At Risk
1948,2025-08-05,2,1434.73,148,3,3,4,10,Loyal Customers
1950,2025-11-16,5,1564.04,45,5,4,4,13,Champions
1951,2025-01-20,3,817.4,345,2,4,3,9,Potential Loyalists
1952,2025-09-23,3,782.73,99,4,4,3,11,Loyal Customers
1953,2025-02-20,1,262.63,314,2,2,1,5,Hibernating
1955,2025-06-17,1,1312.62,197,3,2,3,8,Potential Loyalists
1956,2024-05-24,2,455.78999999999996,586,1,3,2,6,At Risk
1957,2024-01-31,2,877.8100000000001,700,1,3,3,7,At Risk
1958,2025-03-20,2,1359.52,286,2,3,4,9,Potential Loyalists
1959,2025-02-23,9,6395.5,311,2,5,5,12,Loyal Customers
1960,2025-01-30,2,1188.38,335,2,3,3,8,Potential Loyalists
1961,2025-12-15,7,1577.17,16,5,5,4,14,Champions
1962,2023-10-29,1,639.33,794,1,2,2,5,Hibernating
1963,2025-01-13,3,1137.07,352,2,4,3,9,Potential Loyalists
1964,2024-06-09,2,2099.8599999999997,570,1,3,4,8,Potential Loyalists
1965,2024-05-25,1,1297.67,585,1,2,3,6,At Risk
1966,2025-12-10,8,5234.66,21,5,5,5,15,Champions
1967,2025-12-26,6,3906.26,5,5,5,5,15,Champions
1968,2025-12-14,5,1377.94,17,5,4,4,13,Champions
1969,2023-11-28,1,976.22,764,1,2,3,6,At Risk
1970,2025-07-22,1,352.89,162,3,2,2,7,At Risk
1971,2025-03-09,2,895.6500000000001,297,2,3,3,8,Potential Loyalists
1972,2025-07-26,4,1443.45,158,3,4,4,11,Loyal Customers
1973,2025-04-27,3,2577.17,248,3,4,4,11,Loyal Customers
1974,2025-11-02,11,4636.34,59,4,5,5,14,Champions
1975,2025-11-09,6,713.98,52,5,5,2,12,Loyal Customers
1976,2025-10-28,4,579.54,64,4,4,2,10,Loyal Customers
1977,2025-10-26,9,2748.2200000000003,66,4,5,5,14,Champions
1978,2024-11-02,2,550.06,424,1,3,2,6,At Risk
1980,2025-12-29,1,215.2,2,5,2,1,8,Potential Loyalists
1981,2025-04-11,3,1007.51,264,2,4,3,9,Potential Loyalists
1982,2025-12-27,12,4909.7699999999995,4,5,5,5,15,Champions
1983,2025-11-01,2,423.69999999999993,60,4,3,2,9,Potential Loyalists
1984,2025-10-09,10,2691.89,83,4,5,5,14,Champions
1985,2025-11-26,12,5083.4800000000005,35,5,5,5,15,Champions
1987,2025-04-10,1,265.87,265,2,2,1,5,Hibernating
1988,2024-10-16,2,3282.09,441,1,3,5,9,Potential Loyalists
1990,2025-01-12,6,1568.68,353,2,5,4,11,Loyal Customers
1992,2025-09-15,1,1331.35,107,4,2,3,9,Potential Loyalists
1993,2025-04-22,2,522.84,253,3,3,2,8,Potential Loyalists
1994,2025-10-07,1,78.84,85,4,2,1,7,At Risk
1995,2024-11-01,1,258.06,425,1,2,1,4,Hibernating
1996,2025-11-19,2,1385.24,42,5,3,4,12,Loyal Customers
1997,2025-08-27,1,1424.53,126,4,2,4,10,Loyal Customers
1998,2025-02-10,2,1374.27,324,2,3,4,9,Potential Loyalists
1999,2024-12-30,1,275.02,366,2,2,1,5,Hibernating
2000,2023-12-30,1,273.45,732,1,2,1,4,Hibernating
2001,2024-11-13,1,1114.03,413,2,2,3,7,At Risk
2002,2025-06-22,1,1773.85,192,3,2,4,9,Potential Loyalists
2004,2025-08-23,1,204.62,130,4,2,1,7,At Risk
2005,2025-02-01,5,597.97,333,2,4,2,8,Potential Loyalists
2006,2025-05-01,7,2772.04,244,3,5,5,13,Champions
2007,2025-08-17,5,1610.3999999999999,136,4,4,4,12,Loyal Customers
2008,2025-03-13,2,137.27,293,2,3,1,6,At Risk
2010,2025-03-09,2,2075.84,297,2,3,4,9,Potential Loyalists
2011,2025-04-18,1,1209.35,257,2,2,3,7,At Risk
2012,2025-07-16,8,6221.41,168,3,5,5,13,Champions
2014,2025-08-01,2,310.11,152,3,3,2,8,Potential Loyalists
2016,2025-08-04,11,6191.71,149,3,5,5,13,Champions
2017,2025-06-23,2,1699.12,191,3,3,4,10,Loyal Customers
2020,2023-06-27,1,647.87,918,1,2,2,5,Hibernating
2021,2025-05-20,3,330.61999999999995,225,3,4,2,9,Potential Loyalists
2022,2025-11-19,1,41.76,42,5,2,1,8,Potential Loyalists
2023,2025-08-06,1,380.23,147,3,2,2,7,At Risk
2025,2025-08-27,1,85.74,126,4,2,1,7,At Risk
